iso3,year,indicator_code,value
AGO,2000,SH.DYN.MORT,185
AGO,2001,SH.DYN.MORT,176.3
AGO,2002,SH.DYN.MORT,166.4
AGO,2003,SH.DYN.MORT,155.5
AGO,2004,SH.DYN.MORT,143.7
AGO,2005,SH.DYN.MORT,131.5
AGO,2006,SH.DYN.MORT,119.8
AGO,2007,SH.DYN.MORT,109
AGO,2008,SH.DYN.MORT,99.2
AGO,2009,SH.DYN.MORT,90.7
AGO,2010,SH.DYN.MORT,83.4
AGO,2011,SH.DYN.MORT,77.2
AGO,2012,SH.DYN.MORT,72
AGO,2013,SH.DYN.MORT,67.9
AGO,2014,SH.DYN.MORT,64.5
AGO,2015,SH.DYN.MORT,61.8
AGO,2016,SH.DYN.MORT,59.6
AGO,2017,SH.DYN.MORT,57.9
AGO,2018,SH.DYN.MORT,56.5
AGO,2019,SH.DYN.MORT,55.3
AGO,2020,SH.DYN.MORT,54.2
AGO,2021,SH.DYN.MORT,53.2
AGO,2022,SH.DYN.MORT,51.9
AGO,2000,SH.IMM.IDPT,31
AGO,2001,SH.IMM.IDPT,42
AGO,2002,SH.IMM.IDPT,47
AGO,2003,SH.IMM.IDPT,46
AGO,2004,SH.IMM.IDPT,47
AGO,2005,SH.IMM.IDPT,47
AGO,2006,SH.IMM.IDPT,44
AGO,2007,SH.IMM.IDPT,43
AGO,2008,SH.IMM.IDPT,45
AGO,2009,SH.IMM.IDPT,47
AGO,2010,SH.IMM.IDPT,49
AGO,2011,SH.IMM.IDPT,50
AGO,2012,SH.IMM.IDPT,52
AGO,2013,SH.IMM.IDPT,54
AGO,2014,SH.IMM.IDPT,55
AGO,2015,SH.IMM.IDPT,57
AGO,2016,SH.IMM.IDPT,59
AGO,2017,SH.IMM.IDPT,58
AGO,2018,SH.IMM.IDPT,67
AGO,2019,SH.IMM.IDPT,64
AGO,2020,SH.IMM.IDPT,59
AGO,2021,SH.IMM.IDPT,55
AGO,2022,SH.IMM.IDPT,54
AGO,2000,SH.IMM.MEAS,41
AGO,2001,SH.IMM.MEAS,72
AGO,2002,SH.IMM.MEAS,74
AGO,2003,SH.IMM.MEAS,62
AGO,2004,SH.IMM.MEAS,64
AGO,2005,SH.IMM.MEAS,45
AGO,2006,SH.IMM.MEAS,48
AGO,2007,SH.IMM.MEAS,58
AGO,2008,SH.IMM.MEAS,58
AGO,2009,SH.IMM.MEAS,58
AGO,2010,SH.IMM.MEAS,59
AGO,2011,SH.IMM.MEAS,59
AGO,2012,SH.IMM.MEAS,59
AGO,2013,SH.IMM.MEAS,59
AGO,2014,SH.IMM.MEAS,56
AGO,2015,SH.IMM.MEAS,52
AGO,2016,SH.IMM.MEAS,49
AGO,2017,SH.IMM.MEAS,47
AGO,2018,SH.IMM.MEAS,56
AGO,2019,SH.IMM.MEAS,59
AGO,2020,SH.IMM.MEAS,54
AGO,2021,SH.IMM.MEAS,48
AGO,2022,SH.IMM.MEAS,50
AGO,2000,SH.MLR.INCD.P3,326.54
AGO,2001,SH.MLR.INCD.P3,330.8
AGO,2002,SH.MLR.INCD.P3,315.7
AGO,2003,SH.MLR.INCD.P3,319.29
AGO,2004,SH.MLR.INCD.P3,312.65
AGO,2005,SH.MLR.INCD.P3,313.87
AGO,2006,SH.MLR.INCD.P3,299.9
AGO,2007,SH.MLR.INCD.P3,269.53
AGO,2008,SH.MLR.INCD.P3,228.06
AGO,2009,SH.MLR.INCD.P3,193.51
AGO,2010,SH.MLR.INCD.P3,170.36
AGO,2011,SH.MLR.INCD.P3,157.06
AGO,2012,SH.MLR.INCD.P3,153.05
AGO,2013,SH.MLR.INCD.P3,158.1
AGO,2014,SH.MLR.INCD.P3,163.86
AGO,2015,SH.MLR.INCD.P3,174.47
AGO,2016,SH.MLR.INCD.P3,189.78
AGO,2017,SH.MLR.INCD.P3,215.31
AGO,2018,SH.MLR.INCD.P3,232.44
AGO,2019,SH.MLR.INCD.P3,243.1
AGO,2020,SH.MLR.INCD.P3,244.53
AGO,2021,SH.MLR.INCD.P3,258.61
AGO,2022,SH.MLR.INCD.P3,260.09
AGO,2000,SH.STA.MMRT,659
AGO,2001,SH.STA.MMRT,629
AGO,2002,SH.STA.MMRT,602
AGO,2003,SH.STA.MMRT,538
AGO,2004,SH.STA.MMRT,499
AGO,2005,SH.STA.MMRT,462
AGO,2006,SH.STA.MMRT,437
AGO,2007,SH.STA.MMRT,401
AGO,2008,SH.STA.MMRT,372
AGO,2009,SH.STA.MMRT,348
AGO,2010,SH.STA.MMRT,321
AGO,2011,SH.STA.MMRT,301
AGO,2012,SH.STA.MMRT,278
AGO,2013,SH.STA.MMRT,267
AGO,2014,SH.STA.MMRT,262
AGO,2015,SH.STA.MMRT,249
AGO,2016,SH.STA.MMRT,236
AGO,2017,SH.STA.MMRT,220
AGO,2018,SH.STA.MMRT,208
AGO,2019,SH.STA.MMRT,202
AGO,2020,SH.STA.MMRT,195
AGO,2021,SH.STA.MMRT,211
AGO,2022,SH.STA.MMRT,185
AGO,2000,SH.XPD.CHEX.PC.CD,13.15998554
AGO,2001,SH.XPD.CHEX.PC.CD,29.26095772
AGO,2002,SH.XPD.CHEX.PC.CD,29.37077141
AGO,2003,SH.XPD.CHEX.PC.CD,35.2206955
AGO,2004,SH.XPD.CHEX.PC.CD,50.23310852
AGO,2005,SH.XPD.CHEX.PC.CD,54.66142273
AGO,2006,SH.XPD.CHEX.PC.CD,70.28185272
AGO,2007,SH.XPD.CHEX.PC.CD,93.42698669
AGO,2008,SH.XPD.CHEX.PC.CD,136.34094238
AGO,2009,SH.XPD.CHEX.PC.CD,120.5289917
AGO,2010,SH.XPD.CHEX.PC.CD,96.95197296
AGO,2011,SH.XPD.CHEX.PC.CD,122.11888123
AGO,2012,SH.XPD.CHEX.PC.CD,121.84848022
AGO,2013,SH.XPD.CHEX.PC.CD,142.78450012
AGO,2014,SH.XPD.CHEX.PC.CD,130.5861969
AGO,2015,SH.XPD.CHEX.PC.CD,107.52857208
AGO,2016,SH.XPD.CHEX.PC.CD,94.01481628
AGO,2017,SH.XPD.CHEX.PC.CD,112.75364685
AGO,2018,SH.XPD.CHEX.PC.CD,83.87555695
AGO,2019,SH.XPD.CHEX.PC.CD,64.4466095
AGO,2020,SH.XPD.CHEX.PC.CD,56.01641846
AGO,2021,SH.XPD.CHEX.PC.CD,66.94487
AGO,2022,SH.XPD.CHEX.PC.CD,103.94506073
AGO,2000,SP.DYN.IMRT.IN,108.3
AGO,2001,SP.DYN.IMRT.IN,103.8
AGO,2002,SP.DYN.IMRT.IN,98.4
AGO,2003,SP.DYN.IMRT.IN,92.5
AGO,2004,SP.DYN.IMRT.IN,85.8
AGO,2005,SP.DYN.IMRT.IN,78.9
AGO,2006,SP.DYN.IMRT.IN,72.2
AGO,2007,SP.DYN.IMRT.IN,66
AGO,2008,SP.DYN.IMRT.IN,60.3
AGO,2009,SP.DYN.IMRT.IN,55.4
AGO,2010,SP.DYN.IMRT.IN,51.1
AGO,2011,SP.DYN.IMRT.IN,47.6
AGO,2012,SP.DYN.IMRT.IN,44.6
AGO,2013,SP.DYN.IMRT.IN,42.2
AGO,2014,SP.DYN.IMRT.IN,40.3
AGO,2015,SP.DYN.IMRT.IN,38.8
AGO,2016,SP.DYN.IMRT.IN,37.6
AGO,2017,SP.DYN.IMRT.IN,36.7
AGO,2018,SP.DYN.IMRT.IN,36
AGO,2019,SP.DYN.IMRT.IN,35.5
AGO,2020,SP.DYN.IMRT.IN,34.9
AGO,2021,SP.DYN.IMRT.IN,34.4
AGO,2022,SP.DYN.IMRT.IN,33.7
AGO,2000,SP.DYN.LE00.IN,46.501
AGO,2001,SP.DYN.LE00.IN,47.032
AGO,2002,SP.DYN.LE00.IN,47.874
AGO,2003,SP.DYN.LE00.IN,50.218
AGO,2004,SP.DYN.LE00.IN,51.123
AGO,2005,SP.DYN.LE00.IN,52.13
AGO,2006,SP.DYN.LE00.IN,52.965
AGO,2007,SP.DYN.LE00.IN,54.2
AGO,2008,SP.DYN.LE00.IN,55.281
AGO,2009,SP.DYN.LE00.IN,56.225
AGO,2010,SP.DYN.LE00.IN,57.242
AGO,2011,SP.DYN.LE00.IN,58.093
AGO,2012,SP.DYN.LE00.IN,58.916
AGO,2013,SP.DYN.LE00.IN,59.705
AGO,2014,SP.DYN.LE00.IN,60.396
AGO,2015,SP.DYN.LE00.IN,61.042
AGO,2016,SP.DYN.LE00.IN,61.619
AGO,2017,SP.DYN.LE00.IN,62.122
AGO,2018,SP.DYN.LE00.IN,62.622
AGO,2019,SP.DYN.LE00.IN,63.051
AGO,2020,SP.DYN.LE00.IN,63.116
AGO,2021,SP.DYN.LE00.IN,62.958
AGO,2022,SP.DYN.LE00.IN,64.246
BDI,2000,SH.DYN.MORT,152.4
BDI,2001,SH.DYN.MORT,147.5
BDI,2002,SH.DYN.MORT,142.3
BDI,2003,SH.DYN.MORT,136.6
BDI,2004,SH.DYN.MORT,130.4
BDI,2005,SH.DYN.MORT,123.7
BDI,2006,SH.DYN.MORT,116.6
BDI,2007,SH.DYN.MORT,109.5
BDI,2008,SH.DYN.MORT,102.6
BDI,2009,SH.DYN.MORT,96.1
BDI,2010,SH.DYN.MORT,90.2
BDI,2011,SH.DYN.MORT,84.7
BDI,2012,SH.DYN.MORT,79.6
BDI,2013,SH.DYN.MORT,74.9
BDI,2014,SH.DYN.MORT,70.6
BDI,2015,SH.DYN.MORT,66.9
BDI,2016,SH.DYN.MORT,63.7
BDI,2017,SH.DYN.MORT,60.9
BDI,2018,SH.DYN.MORT,58.5
BDI,2019,SH.DYN.MORT,56.2
BDI,2020,SH.DYN.MORT,54.3
BDI,2021,SH.DYN.MORT,52.3
BDI,2022,SH.DYN.MORT,50.3
BDI,2000,SH.IMM.IDPT,80
BDI,2001,SH.IMM.IDPT,81
BDI,2002,SH.IMM.IDPT,81
BDI,2003,SH.IMM.IDPT,82
BDI,2004,SH.IMM.IDPT,83
BDI,2005,SH.IMM.IDPT,87
BDI,2006,SH.IMM.IDPT,92
BDI,2007,SH.IMM.IDPT,99
BDI,2008,SH.IMM.IDPT,92
BDI,2009,SH.IMM.IDPT,94
BDI,2010,SH.IMM.IDPT,96
BDI,2011,SH.IMM.IDPT,96
BDI,2012,SH.IMM.IDPT,96
BDI,2013,SH.IMM.IDPT,96
BDI,2014,SH.IMM.IDPT,95
BDI,2015,SH.IMM.IDPT,94
BDI,2016,SH.IMM.IDPT,94
BDI,2017,SH.IMM.IDPT,91
BDI,2018,SH.IMM.IDPT,90
BDI,2019,SH.IMM.IDPT,93
BDI,2020,SH.IMM.IDPT,93
BDI,2021,SH.IMM.IDPT,94
BDI,2022,SH.IMM.IDPT,91
BDI,2000,SH.IMM.MEAS,72
BDI,2001,SH.IMM.MEAS,73
BDI,2002,SH.IMM.MEAS,75
BDI,2003,SH.IMM.MEAS,76
BDI,2004,SH.IMM.MEAS,78
BDI,2005,SH.IMM.MEAS,87
BDI,2006,SH.IMM.MEAS,92
BDI,2007,SH.IMM.MEAS,88
BDI,2008,SH.IMM.MEAS,84
BDI,2009,SH.IMM.MEAS,91
BDI,2010,SH.IMM.MEAS,92
BDI,2011,SH.IMM.MEAS,93
BDI,2012,SH.IMM.MEAS,93
BDI,2013,SH.IMM.MEAS,98
BDI,2014,SH.IMM.MEAS,94
BDI,2015,SH.IMM.MEAS,93
BDI,2016,SH.IMM.MEAS,93
BDI,2017,SH.IMM.MEAS,90
BDI,2018,SH.IMM.MEAS,88
BDI,2019,SH.IMM.MEAS,92
BDI,2020,SH.IMM.MEAS,90
BDI,2021,SH.IMM.MEAS,90
BDI,2022,SH.IMM.MEAS,89
BDI,2000,SH.MLR.INCD.P3,427.48
BDI,2001,SH.MLR.INCD.P3,416.12
BDI,2002,SH.MLR.INCD.P3,388.13
BDI,2003,SH.MLR.INCD.P3,343.45
BDI,2004,SH.MLR.INCD.P3,295.97
BDI,2005,SH.MLR.INCD.P3,284.48
BDI,2006,SH.MLR.INCD.P3,287.78
BDI,2007,SH.MLR.INCD.P3,287.94
BDI,2008,SH.MLR.INCD.P3,288.77
BDI,2009,SH.MLR.INCD.P3,281.56
BDI,2010,SH.MLR.INCD.P3,259.34
BDI,2011,SH.MLR.INCD.P3,245.35
BDI,2012,SH.MLR.INCD.P3,232.24
BDI,2013,SH.MLR.INCD.P3,234.96
BDI,2014,SH.MLR.INCD.P3,250.86
BDI,2015,SH.MLR.INCD.P3,285
BDI,2016,SH.MLR.INCD.P3,321.3
BDI,2017,SH.MLR.INCD.P3,346.29
BDI,2018,SH.MLR.INCD.P3,350.82
BDI,2019,SH.MLR.INCD.P3,345.28
BDI,2020,SH.MLR.INCD.P3,345.14
BDI,2021,SH.MLR.INCD.P3,349.97
BDI,2022,SH.MLR.INCD.P3,342.31
BDI,2000,SH.STA.MMRT,860
BDI,2001,SH.STA.MMRT,799
BDI,2002,SH.STA.MMRT,743
BDI,2003,SH.STA.MMRT,705
BDI,2004,SH.STA.MMRT,687
BDI,2005,SH.STA.MMRT,685
BDI,2006,SH.STA.MMRT,670
BDI,2007,SH.STA.MMRT,655
BDI,2008,SH.STA.MMRT,635
BDI,2009,SH.STA.MMRT,612
BDI,2010,SH.STA.MMRT,614
BDI,2011,SH.STA.MMRT,597
BDI,2012,SH.STA.MMRT,575
BDI,2013,SH.STA.MMRT,555
BDI,2014,SH.STA.MMRT,533
BDI,2015,SH.STA.MMRT,525
BDI,2016,SH.STA.MMRT,501
BDI,2017,SH.STA.MMRT,482
BDI,2018,SH.STA.MMRT,464
BDI,2019,SH.STA.MMRT,449
BDI,2020,SH.STA.MMRT,441
BDI,2021,SH.STA.MMRT,447
BDI,2022,SH.STA.MMRT,412
BDI,2000,SH.XPD.CHEX.PC.CD,5.67927122
BDI,2001,SH.XPD.CHEX.PC.CD,7.50815582
BDI,2002,SH.XPD.CHEX.PC.CD,6.46998882
BDI,2003,SH.XPD.CHEX.PC.CD,5.87316799
BDI,2004,SH.XPD.CHEX.PC.CD,8.88248062
BDI,2005,SH.XPD.CHEX.PC.CD,11.13118172
BDI,2006,SH.XPD.CHEX.PC.CD,14.10514736
BDI,2007,SH.XPD.CHEX.PC.CD,15.26294613
BDI,2008,SH.XPD.CHEX.PC.CD,14.67025566
BDI,2009,SH.XPD.CHEX.PC.CD,18.31996346
BDI,2010,SH.XPD.CHEX.PC.CD,24.45114708
BDI,2011,SH.XPD.CHEX.PC.CD,23.16802216
BDI,2012,SH.XPD.CHEX.PC.CD,20.01195908
BDI,2013,SH.XPD.CHEX.PC.CD,20.26322556
BDI,2014,SH.XPD.CHEX.PC.CD,18.06601143
BDI,2015,SH.XPD.CHEX.PC.CD,17.67629051
BDI,2016,SH.XPD.CHEX.PC.CD,18.59472847
BDI,2017,SH.XPD.CHEX.PC.CD,19.16676521
BDI,2018,SH.XPD.CHEX.PC.CD,18.67819214
BDI,2019,SH.XPD.CHEX.PC.CD,22.2435379
BDI,2020,SH.XPD.CHEX.PC.CD,26.21934319
BDI,2021,SH.XPD.CHEX.PC.CD,23.11420059
BDI,2022,SH.XPD.CHEX.PC.CD,25.52155113
BDI,2000,SP.DYN.IMRT.IN,88.4
BDI,2001,SP.DYN.IMRT.IN,86.1
BDI,2002,SP.DYN.IMRT.IN,83.5
BDI,2003,SP.DYN.IMRT.IN,80.6
BDI,2004,SP.DYN.IMRT.IN,77.4
BDI,2005,SP.DYN.IMRT.IN,73.8
BDI,2006,SP.DYN.IMRT.IN,69.9
BDI,2007,SP.DYN.IMRT.IN,66
BDI,2008,SP.DYN.IMRT.IN,62.1
BDI,2009,SP.DYN.IMRT.IN,58.4
BDI,2010,SP.DYN.IMRT.IN,55.1
BDI,2011,SP.DYN.IMRT.IN,52
BDI,2012,SP.DYN.IMRT.IN,49.1
BDI,2013,SP.DYN.IMRT.IN,46.4
BDI,2014,SP.DYN.IMRT.IN,43.9
BDI,2015,SP.DYN.IMRT.IN,41.8
BDI,2016,SP.DYN.IMRT.IN,40
BDI,2017,SP.DYN.IMRT.IN,38.4
BDI,2018,SP.DYN.IMRT.IN,37
BDI,2019,SP.DYN.IMRT.IN,35.7
BDI,2020,SP.DYN.IMRT.IN,34.6
BDI,2021,SP.DYN.IMRT.IN,33.5
BDI,2022,SP.DYN.IMRT.IN,32.4
BDI,2000,SP.DYN.LE00.IN,47.617
BDI,2001,SP.DYN.LE00.IN,48.509
BDI,2002,SP.DYN.LE00.IN,49.924
BDI,2003,SP.DYN.LE00.IN,50.997
BDI,2004,SP.DYN.LE00.IN,52.217
BDI,2005,SP.DYN.LE00.IN,53.053
BDI,2006,SP.DYN.LE00.IN,53.962
BDI,2007,SP.DYN.LE00.IN,54.832
BDI,2008,SP.DYN.LE00.IN,55.581
BDI,2009,SP.DYN.LE00.IN,56.422
BDI,2010,SP.DYN.LE00.IN,57.088
BDI,2011,SP.DYN.LE00.IN,57.804
BDI,2012,SP.DYN.LE00.IN,58.501
BDI,2013,SP.DYN.LE00.IN,59.179
BDI,2014,SP.DYN.LE00.IN,59.764
BDI,2015,SP.DYN.LE00.IN,60.107
BDI,2016,SP.DYN.LE00.IN,60.789
BDI,2017,SP.DYN.LE00.IN,61.345
BDI,2018,SP.DYN.LE00.IN,61.806
BDI,2019,SP.DYN.LE00.IN,62.18
BDI,2020,SP.DYN.LE00.IN,62.569
BDI,2021,SP.DYN.LE00.IN,62.101
BDI,2022,SP.DYN.LE00.IN,62.882
BEN,2000,SH.DYN.MORT,135
BEN,2001,SH.DYN.MORT,131.7
BEN,2002,SH.DYN.MORT,128.5
BEN,2003,SH.DYN.MORT,125.4
BEN,2004,SH.DYN.MORT,122.5
BEN,2005,SH.DYN.MORT,119.7
BEN,2006,SH.DYN.MORT,117
BEN,2007,SH.DYN.MORT,114.4
BEN,2008,SH.DYN.MORT,112
BEN,2009,SH.DYN.MORT,109.7
BEN,2010,SH.DYN.MORT,107.4
BEN,2011,SH.DYN.MORT,105.1
BEN,2012,SH.DYN.MORT,102.9
BEN,2013,SH.DYN.MORT,100.6
BEN,2014,SH.DYN.MORT,98.4
BEN,2015,SH.DYN.MORT,96.1
BEN,2016,SH.DYN.MORT,94
BEN,2017,SH.DYN.MORT,91.8
BEN,2018,SH.DYN.MORT,89.4
BEN,2019,SH.DYN.MORT,87
BEN,2020,SH.DYN.MORT,84.6
BEN,2021,SH.DYN.MORT,82.2
BEN,2022,SH.DYN.MORT,79.6
BEN,2000,SH.IMM.IDPT,78
BEN,2001,SH.IMM.IDPT,76
BEN,2002,SH.IMM.IDPT,75
BEN,2003,SH.IMM.IDPT,73
BEN,2004,SH.IMM.IDPT,72
BEN,2005,SH.IMM.IDPT,70
BEN,2006,SH.IMM.IDPT,74
BEN,2007,SH.IMM.IDPT,82
BEN,2008,SH.IMM.IDPT,75
BEN,2009,SH.IMM.IDPT,79
BEN,2010,SH.IMM.IDPT,76
BEN,2011,SH.IMM.IDPT,75
BEN,2012,SH.IMM.IDPT,80
BEN,2013,SH.IMM.IDPT,77
BEN,2014,SH.IMM.IDPT,74
BEN,2015,SH.IMM.IDPT,74
BEN,2016,SH.IMM.IDPT,78
BEN,2017,SH.IMM.IDPT,76
BEN,2018,SH.IMM.IDPT,74
BEN,2019,SH.IMM.IDPT,72
BEN,2020,SH.IMM.IDPT,70
BEN,2021,SH.IMM.IDPT,70
BEN,2022,SH.IMM.IDPT,69
BEN,2000,SH.IMM.MEAS,70
BEN,2001,SH.IMM.MEAS,68
BEN,2002,SH.IMM.MEAS,66
BEN,2003,SH.IMM.MEAS,65
BEN,2004,SH.IMM.MEAS,63
BEN,2005,SH.IMM.MEAS,61
BEN,2006,SH.IMM.MEAS,66
BEN,2007,SH.IMM.MEAS,70
BEN,2008,SH.IMM.MEAS,66
BEN,2009,SH.IMM.MEAS,71
BEN,2010,SH.IMM.MEAS,68
BEN,2011,SH.IMM.MEAS,70
BEN,2012,SH.IMM.MEAS,74
BEN,2013,SH.IMM.MEAS,68
BEN,2014,SH.IMM.MEAS,65
BEN,2015,SH.IMM.MEAS,67
BEN,2016,SH.IMM.MEAS,68
BEN,2017,SH.IMM.MEAS,65
BEN,2018,SH.IMM.MEAS,61
BEN,2019,SH.IMM.MEAS,58
BEN,2020,SH.IMM.MEAS,54
BEN,2021,SH.IMM.MEAS,53
BEN,2022,SH.IMM.MEAS,52
BEN,2000,SH.MLR.INCD.P3,416
BEN,2001,SH.MLR.INCD.P3,434.27
BEN,2002,SH.MLR.INCD.P3,453.46
BEN,2003,SH.MLR.INCD.P3,473.3
BEN,2004,SH.MLR.INCD.P3,495.55
BEN,2005,SH.MLR.INCD.P3,510.17
BEN,2006,SH.MLR.INCD.P3,508.93
BEN,2007,SH.MLR.INCD.P3,496.75
BEN,2008,SH.MLR.INCD.P3,473.51
BEN,2009,SH.MLR.INCD.P3,448.56
BEN,2010,SH.MLR.INCD.P3,417.07
BEN,2011,SH.MLR.INCD.P3,382.99
BEN,2012,SH.MLR.INCD.P3,365.18
BEN,2013,SH.MLR.INCD.P3,362.14
BEN,2014,SH.MLR.INCD.P3,369.11
BEN,2015,SH.MLR.INCD.P3,390.76
BEN,2016,SH.MLR.INCD.P3,415.92
BEN,2017,SH.MLR.INCD.P3,415.74
BEN,2018,SH.MLR.INCD.P3,407.71
BEN,2019,SH.MLR.INCD.P3,399.91
BEN,2020,SH.MLR.INCD.P3,377.01
BEN,2021,SH.MLR.INCD.P3,378.2
BEN,2022,SH.MLR.INCD.P3,376.6
BEN,2000,SH.STA.MMRT,529
BEN,2001,SH.STA.MMRT,532
BEN,2002,SH.STA.MMRT,534
BEN,2003,SH.STA.MMRT,532
BEN,2004,SH.STA.MMRT,531
BEN,2005,SH.STA.MMRT,514
BEN,2006,SH.STA.MMRT,509
BEN,2007,SH.STA.MMRT,501
BEN,2008,SH.STA.MMRT,563
BEN,2009,SH.STA.MMRT,598
BEN,2010,SH.STA.MMRT,607
BEN,2011,SH.STA.MMRT,613
BEN,2012,SH.STA.MMRT,618
BEN,2013,SH.STA.MMRT,607
BEN,2014,SH.STA.MMRT,605
BEN,2015,SH.STA.MMRT,606
BEN,2016,SH.STA.MMRT,604
BEN,2017,SH.STA.MMRT,592
BEN,2018,SH.STA.MMRT,585
BEN,2019,SH.STA.MMRT,572
BEN,2020,SH.STA.MMRT,578
BEN,2021,SH.STA.MMRT,584
BEN,2022,SH.STA.MMRT,547
BEN,2000,SH.XPD.CHEX.PC.CD,14.42371464
BEN,2001,SH.XPD.CHEX.PC.CD,16.26979828
BEN,2002,SH.XPD.CHEX.PC.CD,16.9179287
BEN,2003,SH.XPD.CHEX.PC.CD,21.06955719
BEN,2004,SH.XPD.CHEX.PC.CD,24.52665329
BEN,2005,SH.XPD.CHEX.PC.CD,25.12485313
BEN,2006,SH.XPD.CHEX.PC.CD,26.60264206
BEN,2007,SH.XPD.CHEX.PC.CD,26.79680061
BEN,2008,SH.XPD.CHEX.PC.CD,28.12486076
BEN,2009,SH.XPD.CHEX.PC.CD,29.69425583
BEN,2010,SH.XPD.CHEX.PC.CD,29.37720871
BEN,2011,SH.XPD.CHEX.PC.CD,31.76816368
BEN,2012,SH.XPD.CHEX.PC.CD,32.95616913
BEN,2013,SH.XPD.CHEX.PC.CD,33.53426743
BEN,2014,SH.XPD.CHEX.PC.CD,32.41182327
BEN,2015,SH.XPD.CHEX.PC.CD,27.34733391
BEN,2016,SH.XPD.CHEX.PC.CD,36.58565903
BEN,2017,SH.XPD.CHEX.PC.CD,38.75862122
BEN,2018,SH.XPD.CHEX.PC.CD,39.54786301
BEN,2019,SH.XPD.CHEX.PC.CD,33.9457283
BEN,2020,SH.XPD.CHEX.PC.CD,36.62052536
BEN,2021,SH.XPD.CHEX.PC.CD,38.45053101
BEN,2022,SH.XPD.CHEX.PC.CD,37.76291275
BEN,2000,SP.DYN.IMRT.IN,79.7
BEN,2001,SP.DYN.IMRT.IN,77.8
BEN,2002,SP.DYN.IMRT.IN,76
BEN,2003,SP.DYN.IMRT.IN,74.3
BEN,2004,SP.DYN.IMRT.IN,72.6
BEN,2005,SP.DYN.IMRT.IN,71
BEN,2006,SP.DYN.IMRT.IN,69.4
BEN,2007,SP.DYN.IMRT.IN,67.9
BEN,2008,SP.DYN.IMRT.IN,66.5
BEN,2009,SP.DYN.IMRT.IN,65.1
BEN,2010,SP.DYN.IMRT.IN,63.8
BEN,2011,SP.DYN.IMRT.IN,62.4
BEN,2012,SP.DYN.IMRT.IN,61.1
BEN,2013,SP.DYN.IMRT.IN,59.8
BEN,2014,SP.DYN.IMRT.IN,58.4
BEN,2015,SP.DYN.IMRT.IN,57
BEN,2016,SP.DYN.IMRT.IN,55.8
BEN,2017,SP.DYN.IMRT.IN,54.4
BEN,2018,SP.DYN.IMRT.IN,53.1
BEN,2019,SP.DYN.IMRT.IN,51.8
BEN,2020,SP.DYN.IMRT.IN,50.4
BEN,2021,SP.DYN.IMRT.IN,49.1
BEN,2022,SP.DYN.IMRT.IN,47.8
BEN,2000,SP.DYN.LE00.IN,56.594
BEN,2001,SP.DYN.LE00.IN,56.654
BEN,2002,SP.DYN.LE00.IN,56.851
BEN,2003,SP.DYN.LE00.IN,57.092
BEN,2004,SP.DYN.LE00.IN,57.346
BEN,2005,SP.DYN.LE00.IN,57.738
BEN,2006,SP.DYN.LE00.IN,57.966
BEN,2007,SP.DYN.LE00.IN,58.249
BEN,2008,SP.DYN.LE00.IN,58.099
BEN,2009,SP.DYN.LE00.IN,58.258
BEN,2010,SP.DYN.LE00.IN,58.387
BEN,2011,SP.DYN.LE00.IN,58.462
BEN,2012,SP.DYN.LE00.IN,58.559
BEN,2013,SP.DYN.LE00.IN,58.863
BEN,2014,SP.DYN.LE00.IN,59.008
BEN,2015,SP.DYN.LE00.IN,59.123
BEN,2016,SP.DYN.LE00.IN,59.283
BEN,2017,SP.DYN.LE00.IN,59.528
BEN,2018,SP.DYN.LE00.IN,59.71
BEN,2019,SP.DYN.LE00.IN,59.888
BEN,2020,SP.DYN.LE00.IN,60.154
BEN,2021,SP.DYN.LE00.IN,59.61
BEN,2022,SP.DYN.LE00.IN,60.475
BFA,2000,SH.DYN.MORT,176
BFA,2001,SH.DYN.MORT,171.9
BFA,2002,SH.DYN.MORT,167.3
BFA,2003,SH.DYN.MORT,162.3
BFA,2004,SH.DYN.MORT,156.8
BFA,2005,SH.DYN.MORT,150.8
BFA,2006,SH.DYN.MORT,144.4
BFA,2007,SH.DYN.MORT,138.1
BFA,2008,SH.DYN.MORT,132.1
BFA,2009,SH.DYN.MORT,126.5
BFA,2010,SH.DYN.MORT,121.3
BFA,2011,SH.DYN.MORT,116.6
BFA,2012,SH.DYN.MORT,112.3
BFA,2013,SH.DYN.MORT,108.2
BFA,2014,SH.DYN.MORT,104.3
BFA,2015,SH.DYN.MORT,100.8
BFA,2016,SH.DYN.MORT,97.4
BFA,2017,SH.DYN.MORT,94.1
BFA,2018,SH.DYN.MORT,91
BFA,2019,SH.DYN.MORT,88.1
BFA,2020,SH.DYN.MORT,85.1
BFA,2021,SH.DYN.MORT,82.4
BFA,2022,SH.DYN.MORT,79.8
BFA,2000,SH.IMM.IDPT,45
BFA,2001,SH.IMM.IDPT,62
BFA,2002,SH.IMM.IDPT,69
BFA,2003,SH.IMM.IDPT,79
BFA,2004,SH.IMM.IDPT,79
BFA,2005,SH.IMM.IDPT,82
BFA,2006,SH.IMM.IDPT,86
BFA,2007,SH.IMM.IDPT,89
BFA,2008,SH.IMM.IDPT,93
BFA,2009,SH.IMM.IDPT,92
BFA,2010,SH.IMM.IDPT,91
BFA,2011,SH.IMM.IDPT,91
BFA,2012,SH.IMM.IDPT,90
BFA,2013,SH.IMM.IDPT,88
BFA,2014,SH.IMM.IDPT,91
BFA,2015,SH.IMM.IDPT,91
