iso3,year,indicator_code,value
DZA,2010,SH.DYN.MORT,28.1
DZA,2011,SH.DYN.MORT,27.3
DZA,2012,SH.DYN.MORT,26.6
DZA,2013,SH.DYN.MORT,25.9
DZA,2014,SH.DYN.MORT,25.4
DZA,2015,SH.DYN.MORT,24.9
DZA,2016,SH.DYN.MORT,24.5
DZA,2017,SH.DYN.MORT,24
DZA,2018,SH.DYN.MORT,23.7
DZA,2019,SH.DYN.MORT,23.3
DZA,2020,SH.DYN.MORT,22.9
DZA,2021,SH.DYN.MORT,22.6
DZA,2022,SH.DYN.MORT,22.3
DZA,2000,SH.IMM.IDPT,86
DZA,2001,SH.IMM.IDPT,89
DZA,2002,SH.IMM.IDPT,86
DZA,2003,SH.IMM.IDPT,87
DZA,2004,SH.IMM.IDPT,86
DZA,2005,SH.IMM.IDPT,88
DZA,2006,SH.IMM.IDPT,95
DZA,2007,SH.IMM.IDPT,95
DZA,2008,SH.IMM.IDPT,93
DZA,2009,SH.IMM.IDPT,95
DZA,2010,SH.IMM.IDPT,95
DZA,2011,SH.IMM.IDPT,95
DZA,2012,SH.IMM.IDPT,95
DZA,2013,SH.IMM.IDPT,95
DZA,2014,SH.IMM.IDPT,95
DZA,2015,SH.IMM.IDPT,95
DZA,2016,SH.IMM.IDPT,91
DZA,2017,SH.IMM.IDPT,91
DZA,2018,SH.IMM.IDPT,91
DZA,2019,SH.IMM.IDPT,88
DZA,2020,SH.IMM.IDPT,84
DZA,2021,SH.IMM.IDPT,81
DZA,2022,SH.IMM.IDPT,77
DZA,2000,SH.IMM.MEAS,80
DZA,2001,SH.IMM.MEAS,83
DZA,2002,SH.IMM.MEAS,81
DZA,2003,SH.IMM.MEAS,84
DZA,2004,SH.IMM.MEAS,81
DZA,2005,SH.IMM.MEAS,83
DZA,2006,SH.IMM.MEAS,91
DZA,2007,SH.IMM.MEAS,92
DZA,2008,SH.IMM.MEAS,88
DZA,2009,SH.IMM.MEAS,92
DZA,2010,SH.IMM.MEAS,95
DZA,2011,SH.IMM.MEAS,95
DZA,2012,SH.IMM.MEAS,95
DZA,2013,SH.IMM.MEAS,95
DZA,2014,SH.IMM.MEAS,95
DZA,2015,SH.IMM.MEAS,95
DZA,2016,SH.IMM.MEAS,94
DZA,2017,SH.IMM.MEAS,88
DZA,2018,SH.IMM.MEAS,80
DZA,2019,SH.IMM.MEAS,80
DZA,2020,SH.IMM.MEAS,80
DZA,2021,SH.IMM.MEAS,79
DZA,2022,SH.IMM.MEAS,79
DZA,2000,SH.MLR.INCD.P3,0.02
DZA,2001,SH.MLR.INCD.P3,0
DZA,2002,SH.MLR.INCD.P3,0.01
DZA,2003,SH.MLR.INCD.P3,0
DZA,2004,SH.MLR.INCD.P3,0
DZA,2005,SH.MLR.INCD.P3,0
DZA,2006,SH.MLR.INCD.P3,0
DZA,2007,SH.MLR.INCD.P3,0.01
DZA,2008,SH.MLR.INCD.P3,0
DZA,2009,SH.MLR.INCD.P3,0
DZA,2010,SH.MLR.INCD.P3,0
DZA,2011,SH.MLR.INCD.P3,0
DZA,2012,SH.MLR.INCD.P3,0.02
DZA,2013,SH.MLR.INCD.P3,0
DZA,2014,SH.MLR.INCD.P3,0
DZA,2015,SH.MLR.INCD.P3,0
DZA,2016,SH.MLR.INCD.P3,0
DZA,2017,SH.MLR.INCD.P3,0
DZA,2018,SH.MLR.INCD.P3,0
DZA,2019,SH.MLR.INCD.P3,0
DZA,2020,SH.MLR.INCD.P3,0
DZA,2021,SH.MLR.INCD.P3,0
DZA,2022,SH.MLR.INCD.P3,0
DZA,2000,SH.STA.MMRT,123
DZA,2001,SH.STA.MMRT,113
DZA,2002,SH.STA.MMRT,102
DZA,2003,SH.STA.MMRT,101
DZA,2004,SH.STA.MMRT,91
DZA,2005,SH.STA.MMRT,87
DZA,2006,SH.STA.MMRT,84
DZA,2007,SH.STA.MMRT,83
DZA,2008,SH.STA.MMRT,83
DZA,2009,SH.STA.MMRT,83
DZA,2010,SH.STA.MMRT,82
DZA,2011,SH.STA.MMRT,81
DZA,2012,SH.STA.MMRT,81
DZA,2013,SH.STA.MMRT,81
DZA,2014,SH.STA.MMRT,80
DZA,2015,SH.STA.MMRT,79
DZA,2016,SH.STA.MMRT,79
DZA,2017,SH.STA.MMRT,77
DZA,2018,SH.STA.MMRT,75
DZA,2019,SH.STA.MMRT,73
DZA,2020,SH.STA.MMRT,97
DZA,2021,SH.STA.MMRT,79
DZA,2022,SH.STA.MMRT,64
DZA,2000,SH.XPD.CHEX.PC.CD,61.85785294
DZA,2001,SH.XPD.CHEX.PC.CD,67.05859375
DZA,2002,SH.XPD.CHEX.PC.CD,66.681633
DZA,2003,SH.XPD.CHEX.PC.CD,75.9513092
DZA,2004,SH.XPD.CHEX.PC.CD,92.6876297
DZA,2005,SH.XPD.CHEX.PC.CD,100.83694458
DZA,2006,SH.XPD.CHEX.PC.CD,116.7750473
DZA,2007,SH.XPD.CHEX.PC.CD,150.86651611
DZA,2008,SH.XPD.CHEX.PC.CD,206.37207031
DZA,2009,SH.XPD.CHEX.PC.CD,207.20181274
DZA,2010,SH.XPD.CHEX.PC.CD,227.95396423
DZA,2011,SH.XPD.CHEX.PC.CD,285.5020752
DZA,2012,SH.XPD.CHEX.PC.CD,340.09176636
DZA,2013,SH.XPD.CHEX.PC.CD,337.57348633
DZA,2014,SH.XPD.CHEX.PC.CD,366.58615112
DZA,2015,SH.XPD.CHEX.PC.CD,296.76834106
DZA,2016,SH.XPD.CHEX.PC.CD,265.53491211
DZA,2017,SH.XPD.CHEX.PC.CD,270.93231201
DZA,2018,SH.XPD.CHEX.PC.CD,271.53808594
DZA,2019,SH.XPD.CHEX.PC.CD,242.07049561
DZA,2020,SH.XPD.CHEX.PC.CD,211.07240295
DZA,2021,SH.XPD.CHEX.PC.CD,208.93911743
DZA,2022,SH.XPD.CHEX.PC.CD,180.33454895
DZA,2000,SP.DYN.IMRT.IN,34.8
DZA,2001,SP.DYN.IMRT.IN,33.7
DZA,2002,SP.DYN.IMRT.IN,32.5
DZA,2003,SP.DYN.IMRT.IN,31.3
DZA,2004,SP.DYN.IMRT.IN,30.1
DZA,2005,SP.DYN.IMRT.IN,29
DZA,2006,SP.DYN.IMRT.IN,27.9
DZA,2007,SP.DYN.IMRT.IN,26.9
DZA,2008,SP.DYN.IMRT.IN,25.9
DZA,2009,SP.DYN.IMRT.IN,25.1
DZA,2010,SP.DYN.IMRT.IN,24.4
DZA,2011,SP.DYN.IMRT.IN,23.8
DZA,2012,SP.DYN.IMRT.IN,23.2
DZA,2013,SP.DYN.IMRT.IN,22.7
DZA,2014,SP.DYN.IMRT.IN,22.3
DZA,2015,SP.DYN.IMRT.IN,21.9
DZA,2016,SP.DYN.IMRT.IN,21.6
DZA,2017,SP.DYN.IMRT.IN,21.3
DZA,2018,SP.DYN.IMRT.IN,21
DZA,2019,SP.DYN.IMRT.IN,20.7
DZA,2020,SP.DYN.IMRT.IN,20.4
DZA,2021,SP.DYN.IMRT.IN,20.2
DZA,2022,SP.DYN.IMRT.IN,20
DZA,2000,SP.DYN.LE00.IN,70.576
DZA,2001,SP.DYN.LE00.IN,71.025
DZA,2002,SP.DYN.LE00.IN,71.644
DZA,2003,SP.DYN.LE00.IN,71.906
DZA,2004,SP.DYN.LE00.IN,72.536
DZA,2005,SP.DYN.LE00.IN,72.836
DZA,2006,SP.DYN.LE00.IN,73.116
DZA,2007,SP.DYN.LE00.IN,73.346
DZA,2008,SP.DYN.LE00.IN,73.618
DZA,2009,SP.DYN.LE00.IN,73.871
DZA,2010,SP.DYN.LE00.IN,74.144
DZA,2011,SP.DYN.LE00.IN,74.383
DZA,2012,SP.DYN.LE00.IN,74.609
DZA,2013,SP.DYN.LE00.IN,74.809
DZA,2014,SP.DYN.LE00.IN,74.992
DZA,2015,SP.DYN.LE00.IN,75.159
DZA,2016,SP.DYN.LE00.IN,75.31
DZA,2017,SP.DYN.LE00.IN,75.431
DZA,2018,SP.DYN.LE00.IN,75.555
DZA,2019,SP.DYN.LE00.IN,75.682
DZA,2020,SP.DYN.LE00.IN,73.257
DZA,2021,SP.DYN.LE00.IN,75.208
DZA,2022,SP.DYN.LE00.IN,76.129
EGY,2000,SH.DYN.MORT,47.3
EGY,2001,SH.DYN.MORT,44.8
EGY,2002,SH.DYN.MORT,42.5
EGY,2003,SH.DYN.MORT,40.4
EGY,2004,SH.DYN.MORT,38.6
EGY,2005,SH.DYN.MORT,37
EGY,2006,SH.DYN.MORT,35.6
EGY,2007,SH.DYN.MORT,34.2
EGY,2008,SH.DYN.MORT,32.8
EGY,2009,SH.DYN.MORT,31.6
EGY,2010,SH.DYN.MORT,30.5
EGY,2011,SH.DYN.MORT,29.5
EGY,2012,SH.DYN.MORT,28.6
EGY,2013,SH.DYN.MORT,27.8
EGY,2014,SH.DYN.MORT,27.1
EGY,2015,SH.DYN.MORT,26.5
EGY,2016,SH.DYN.MORT,26
EGY,2017,SH.DYN.MORT,25.6
EGY,2018,SH.DYN.MORT,25.2
EGY,2019,SH.DYN.MORT,24.8
EGY,2020,SH.DYN.MORT,24.4
EGY,2021,SH.DYN.MORT,24
EGY,2022,SH.DYN.MORT,23.5
EGY,2000,SH.IMM.IDPT,98
EGY,2001,SH.IMM.IDPT,99
EGY,2002,SH.IMM.IDPT,97
EGY,2003,SH.IMM.IDPT,98
EGY,2004,SH.IMM.IDPT,97
EGY,2005,SH.IMM.IDPT,98
EGY,2006,SH.IMM.IDPT,98
EGY,2007,SH.IMM.IDPT,98
EGY,2008,SH.IMM.IDPT,97
EGY,2009,SH.IMM.IDPT,97
EGY,2010,SH.IMM.IDPT,97
EGY,2011,SH.IMM.IDPT,96
EGY,2012,SH.IMM.IDPT,93
EGY,2013,SH.IMM.IDPT,97
EGY,2014,SH.IMM.IDPT,94
EGY,2015,SH.IMM.IDPT,93
EGY,2016,SH.IMM.IDPT,95
EGY,2017,SH.IMM.IDPT,94
EGY,2018,SH.IMM.IDPT,95
EGY,2019,SH.IMM.IDPT,95
EGY,2020,SH.IMM.IDPT,94
EGY,2021,SH.IMM.IDPT,96
EGY,2022,SH.IMM.IDPT,97
EGY,2000,SH.IMM.MEAS,98
EGY,2001,SH.IMM.MEAS,97
EGY,2002,SH.IMM.MEAS,97
EGY,2003,SH.IMM.MEAS,98
EGY,2004,SH.IMM.MEAS,97
EGY,2005,SH.IMM.MEAS,98
EGY,2006,SH.IMM.MEAS,98
EGY,2007,SH.IMM.MEAS,97
EGY,2008,SH.IMM.MEAS,92
EGY,2009,SH.IMM.MEAS,95
EGY,2010,SH.IMM.MEAS,96
EGY,2011,SH.IMM.MEAS,96
EGY,2012,SH.IMM.MEAS,93
EGY,2013,SH.IMM.MEAS,96
EGY,2014,SH.IMM.MEAS,93
EGY,2015,SH.IMM.MEAS,92
EGY,2016,SH.IMM.MEAS,95
EGY,2017,SH.IMM.MEAS,94
EGY,2018,SH.IMM.MEAS,94
EGY,2019,SH.IMM.MEAS,95
EGY,2020,SH.IMM.MEAS,94
EGY,2021,SH.IMM.MEAS,96
EGY,2022,SH.IMM.MEAS,96
EGY,2000,SH.MLR.INCD.P3,0
EGY,2001,SH.MLR.INCD.P3,0
EGY,2002,SH.MLR.INCD.P3,0
EGY,2003,SH.MLR.INCD.P3,0
EGY,2004,SH.MLR.INCD.P3,0
EGY,2005,SH.MLR.INCD.P3,0
EGY,2006,SH.MLR.INCD.P3,0
EGY,2007,SH.MLR.INCD.P3,0
EGY,2008,SH.MLR.INCD.P3,0
EGY,2009,SH.MLR.INCD.P3,0
EGY,2010,SH.MLR.INCD.P3,0
EGY,2011,SH.MLR.INCD.P3,0
EGY,2012,SH.MLR.INCD.P3,0
EGY,2013,SH.MLR.INCD.P3,0
EGY,2014,SH.MLR.INCD.P3,0
EGY,2015,SH.MLR.INCD.P3,0
EGY,2016,SH.MLR.INCD.P3,0
EGY,2017,SH.MLR.INCD.P3,0
EGY,2018,SH.MLR.INCD.P3,0
EGY,2019,SH.MLR.INCD.P3,0
EGY,2020,SH.MLR.INCD.P3,0
EGY,2021,SH.MLR.INCD.P3,0
EGY,2022,SH.MLR.INCD.P3,0
EGY,2000,SH.STA.MMRT,53
EGY,2001,SH.STA.MMRT,50
EGY,2002,SH.STA.MMRT,48
EGY,2003,SH.STA.MMRT,45
EGY,2004,SH.STA.MMRT,43
EGY,2005,SH.STA.MMRT,41
EGY,2006,SH.STA.MMRT,40
EGY,2007,SH.STA.MMRT,38
EGY,2008,SH.STA.MMRT,36
EGY,2009,SH.STA.MMRT,34
EGY,2010,SH.STA.MMRT,32
EGY,2011,SH.STA.MMRT,31
EGY,2012,SH.STA.MMRT,29
EGY,2013,SH.STA.MMRT,27
EGY,2014,SH.STA.MMRT,26
EGY,2015,SH.STA.MMRT,24
EGY,2016,SH.STA.MMRT,23
EGY,2017,SH.STA.MMRT,21
EGY,2018,SH.STA.MMRT,20
EGY,2019,SH.STA.MMRT,19
EGY,2020,SH.STA.MMRT,31
EGY,2021,SH.STA.MMRT,42
EGY,2022,SH.STA.MMRT,24
EGY,2000,SH.XPD.CHEX.PC.CD,69.37174988
EGY,2001,SH.XPD.CHEX.PC.CD,68.67334747
EGY,2002,SH.XPD.CHEX.PC.CD,63.99928665
EGY,2003,SH.XPD.CHEX.PC.CD,50.34780884
EGY,2004,SH.XPD.CHEX.PC.CD,50.33084488
EGY,2005,SH.XPD.CHEX.PC.CD,59.4683876
EGY,2006,SH.XPD.CHEX.PC.CD,66.32707214
EGY,2007,SH.XPD.CHEX.PC.CD,73.29454041
EGY,2008,SH.XPD.CHEX.PC.CD,90.15769958
EGY,2009,SH.XPD.CHEX.PC.CD,98.90396881
EGY,2010,SH.XPD.CHEX.PC.CD,105.07817841
EGY,2011,SH.XPD.CHEX.PC.CD,116.22949219
EGY,2012,SH.XPD.CHEX.PC.CD,139.81625366
EGY,2013,SH.XPD.CHEX.PC.CD,139.67245483
EGY,2014,SH.XPD.CHEX.PC.CD,155.06480408
EGY,2015,SH.XPD.CHEX.PC.CD,170.25532532
EGY,2016,SH.XPD.CHEX.PC.CD,142.61845398
EGY,2017,SH.XPD.CHEX.PC.CD,106.00288391
EGY,2018,SH.XPD.CHEX.PC.CD,118.01481628
EGY,2019,SH.XPD.CHEX.PC.CD,142.69670105
EGY,2020,SH.XPD.CHEX.PC.CD,148.35269165
EGY,2021,SH.XPD.CHEX.PC.CD,176.93664551
EGY,2022,SH.XPD.CHEX.PC.CD,171.67852783
EGY,2000,SP.DYN.IMRT.IN,40.1
EGY,2001,SP.DYN.IMRT.IN,38.2
EGY,2002,SP.DYN.IMRT.IN,36.5
EGY,2003,SP.DYN.IMRT.IN,34.9
EGY,2004,SP.DYN.IMRT.IN,33.5
EGY,2005,SP.DYN.IMRT.IN,32.3
EGY,2006,SP.DYN.IMRT.IN,31.1
EGY,2007,SP.DYN.IMRT.IN,30.1
EGY,2008,SP.DYN.IMRT.IN,29
EGY,2009,SP.DYN.IMRT.IN,28.1
EGY,2010,SP.DYN.IMRT.IN,27.2
EGY,2011,SP.DYN.IMRT.IN,26.4
EGY,2012,SP.DYN.IMRT.IN,25.7
EGY,2013,SP.DYN.IMRT.IN,25.1
EGY,2014,SP.DYN.IMRT.IN,24.5
EGY,2015,SP.DYN.IMRT.IN,24.1
EGY,2016,SP.DYN.IMRT.IN,23.7
EGY,2017,SP.DYN.IMRT.IN,23.4
EGY,2018,SP.DYN.IMRT.IN,23.1
EGY,2019,SP.DYN.IMRT.IN,22.9
EGY,2020,SP.DYN.IMRT.IN,22.6
EGY,2021,SP.DYN.IMRT.IN,22.2
EGY,2022,SP.DYN.IMRT.IN,21.8
EGY,2000,SP.DYN.LE00.IN,67.332
EGY,2001,SP.DYN.LE00.IN,67.612
EGY,2002,SP.DYN.LE00.IN,67.846
EGY,2003,SP.DYN.LE00.IN,68.045
EGY,2004,SP.DYN.LE00.IN,68.211
EGY,2005,SP.DYN.LE00.IN,68.355
EGY,2006,SP.DYN.LE00.IN,68.493
EGY,2007,SP.DYN.LE00.IN,68.627
EGY,2008,SP.DYN.LE00.IN,68.761
EGY,2009,SP.DYN.LE00.IN,68.915
EGY,2010,SP.DYN.LE00.IN,69.078
EGY,2011,SP.DYN.LE00.IN,69.232
EGY,2012,SP.DYN.LE00.IN,69.464
EGY,2013,SP.DYN.LE00.IN,69.632
EGY,2014,SP.DYN.LE00.IN,69.911
EGY,2015,SP.DYN.LE00.IN,70.135
EGY,2016,SP.DYN.LE00.IN,70.437
EGY,2017,SP.DYN.LE00.IN,70.709
EGY,2018,SP.DYN.LE00.IN,70.974
EGY,2019,SP.DYN.LE00.IN,71.213
EGY,2020,SP.DYN.LE00.IN,69.79
EGY,2021,SP.DYN.LE00.IN,68.976
EGY,2022,SP.DYN.LE00.IN,71.01
ERI,2000,SH.DYN.MORT,85.3
ERI,2001,SH.DYN.MORT,81.1
ERI,2002,SH.DYN.MORT,77.3
ERI,2003,SH.DYN.MORT,73.8
ERI,2004,SH.DYN.MORT,70.5
ERI,2005,SH.DYN.MORT,67.5
ERI,2006,SH.DYN.MORT,64.7
ERI,2007,SH.DYN.MORT,62
ERI,2008,SH.DYN.MORT,59.6
ERI,2009,SH.DYN.MORT,57.3
ERI,2010,SH.DYN.MORT,55.2
ERI,2011,SH.DYN.MORT,53.3
ERI,2012,SH.DYN.MORT,51.4
ERI,2013,SH.DYN.MORT,49.7
ERI,2014,SH.DYN.MORT,48.1
ERI,2015,SH.DYN.MORT,46.4
ERI,2016,SH.DYN.MORT,44.7
ERI,2017,SH.DYN.MORT,43.3
ERI,2018,SH.DYN.MORT,41.9
ERI,2019,SH.DYN.MORT,40.5
ERI,2020,SH.DYN.MORT,39.1
ERI,2021,SH.DYN.MORT,37.8
ERI,2022,SH.DYN.MORT,36.6
ERI,2000,SH.IMM.IDPT,81
ERI,2001,SH.IMM.IDPT,86
ERI,2002,SH.IMM.IDPT,90
ERI,2003,SH.IMM.IDPT,93
ERI,2004,SH.IMM.IDPT,98
ERI,2005,SH.IMM.IDPT,96
ERI,2006,SH.IMM.IDPT,94
ERI,2007,SH.IMM.IDPT,95
ERI,2008,SH.IMM.IDPT,95
ERI,2009,SH.IMM.IDPT,95
ERI,2010,SH.IMM.IDPT,95
ERI,2011,SH.IMM.IDPT,94
ERI,2012,SH.IMM.IDPT,94
ERI,2013,SH.IMM.IDPT,94
ERI,2014,SH.IMM.IDPT,94
ERI,2015,SH.IMM.IDPT,95
ERI,2016,SH.IMM.IDPT,95
ERI,2017,SH.IMM.IDPT,95
ERI,2018,SH.IMM.IDPT,95
ERI,2019,SH.IMM.IDPT,95
ERI,2020,SH.IMM.IDPT,95
ERI,2021,SH.IMM.IDPT,95
ERI,2022,SH.IMM.IDPT,95
ERI,2000,SH.IMM.MEAS,76
ERI,2001,SH.IMM.MEAS,84
ERI,2002,SH.IMM.MEAS,83
ERI,2003,SH.IMM.MEAS,92
ERI,2004,SH.IMM.MEAS,96
ERI,2005,SH.IMM.MEAS,95
ERI,2006,SH.IMM.MEAS,94
ERI,2007,SH.IMM.MEAS,92
ERI,2008,SH.IMM.MEAS,91
ERI,2009,SH.IMM.MEAS,93
ERI,2010,SH.IMM.MEAS,95
ERI,2011,SH.IMM.MEAS,96
ERI,2012,SH.IMM.MEAS,98
ERI,2013,SH.IMM.MEAS,94
ERI,2014,SH.IMM.MEAS,90
ERI,2015,SH.IMM.MEAS,97
ERI,2016,SH.IMM.MEAS,95
ERI,2017,SH.IMM.MEAS,93
ERI,2018,SH.IMM.MEAS,93
ERI,2019,SH.IMM.MEAS,93
ERI,2020,SH.IMM.MEAS,93
ERI,2021,SH.IMM.MEAS,93
ERI,2022,SH.IMM.MEAS,93
ERI,2000,SH.MLR.INCD.P3,19
ERI,2001,SH.MLR.INCD.P3,23.56
ERI,2002,SH.MLR.INCD.P3,13.72
ERI,2003,SH.MLR.INCD.P3,19.84
ERI,2004,SH.MLR.INCD.P3,5.81
ERI,2005,SH.MLR.INCD.P3,10.4
ERI,2006,SH.MLR.INCD.P3,6.08
ERI,2007,SH.MLR.INCD.P3,13.69
ERI,2008,SH.MLR.INCD.P3,7.37
ERI,2009,SH.MLR.INCD.P3,9.58
ERI,2010,SH.MLR.INCD.P3,28.34
ERI,2011,SH.MLR.INCD.P3,25.57
ERI,2012,SH.MLR.INCD.P3,17.28
ERI,2013,SH.MLR.INCD.P3,16.04
ERI,2014,SH.MLR.INCD.P3,35.44
ERI,2015,SH.MLR.INCD.P3,20.61
ERI,2016,SH.MLR.INCD.P3,27.7
ERI,2017,SH.MLR.INCD.P3,36.8
ERI,2018,SH.MLR.INCD.P3,31.23
ERI,2019,SH.MLR.INCD.P3,61.84
ERI,2020,SH.MLR.INCD.P3,48.28
ERI,2021,SH.MLR.INCD.P3,27.74
ERI,2022,SH.MLR.INCD.P3,40.89
ERI,2000,SH.STA.MMRT,741
ERI,2001,SH.STA.MMRT,651
ERI,2002,SH.STA.MMRT,636
ERI,2003,SH.STA.MMRT,588
ERI,2004,SH.STA.MMRT,588
ERI,2005,SH.STA.MMRT,567
ERI,2006,SH.STA.MMRT,555
ERI,2007,SH.STA.MMRT,541
ERI,2008,SH.STA.MMRT,530
ERI,2009,SH.STA.MMRT,515
ERI,2010,SH.STA.MMRT,498
ERI,2011,SH.STA.MMRT,478
ERI,2012,SH.STA.MMRT,458
ERI,2013,SH.STA.MMRT,443
ERI,2014,SH.STA.MMRT,430
ERI,2015,SH.STA.MMRT,413
ERI,2016,SH.STA.MMRT,395
ERI,2017,SH.STA.MMRT,379
ERI,2018,SH.STA.MMRT,363
ERI,2019,SH.STA.MMRT,351
ERI,2020,SH.STA.MMRT,334
ERI,2021,SH.STA.MMRT,338
ERI,2022,SH.STA.MMRT,301
ERI,2000,SH.XPD.CHEX.PC.CD,14.03034782
ERI,2001,SH.XPD.CHEX.PC.CD,14.90675831
ERI,2002,SH.XPD.CHEX.PC.CD,15.77544498
ERI,2003,SH.XPD.CHEX.PC.CD,19.81480217
ERI,2004,SH.XPD.CHEX.PC.CD,23.15624809
ERI,2005,SH.XPD.CHEX.PC.CD,21.92651939
ERI,2006,SH.XPD.CHEX.PC.CD,23.77408791
ERI,2007,SH.XPD.CHEX.PC.CD,19.62666321
ERI,2008,SH.XPD.CHEX.PC.CD,21.55065727
ERI,2009,SH.XPD.CHEX.PC.CD,24.35102463
ERI,2010,SH.XPD.CHEX.PC.CD,26.00652122
ERI,2011,SH.XPD.CHEX.PC.CD,35.55129623
ERI,2012,SH.XPD.CHEX.PC.CD,27.78689003
ERI,2013,SH.XPD.CHEX.PC.CD,31.64078712
ERI,2014,SH.XPD.CHEX.PC.CD,32.93448257
ERI,2015,SH.XPD.CHEX.PC.CD,29.22208977
ERI,2016,SH.XPD.CHEX.PC.CD,26.00592422
ERI,2017,SH.XPD.CHEX.PC.CD,25.10270691
ERI,2018,SH.XPD.CHEX.PC.CD,26.68201256
ERI,2019,SH.XPD.CHEX.PC.CD,28.42930794
ERI,2020,SH.XPD.CHEX.PC.CD,27.66697884
ERI,2021,SH.XPD.CHEX.PC.CD,27.58759499
ERI,2022,SH.XPD.CHEX.PC.CD,27.0898056
ERI,2000,SP.DYN.IMRT.IN,50.8
ERI,2001,SP.DYN.IMRT.IN,49.1
ERI,2002,SP.DYN.IMRT.IN,47.4
ERI,2003,SP.DYN.IMRT.IN,45.9
ERI,2004,SP.DYN.IMRT.IN,44.5
ERI,2005,SP.DYN.IMRT.IN,43.2
ERI,2006,SP.DYN.IMRT.IN,42
ERI,2007,SP.DYN.IMRT.IN,40.8
ERI,2008,SP.DYN.IMRT.IN,39.7
ERI,2009,SP.DYN.IMRT.IN,38.5
ERI,2010,SP.DYN.IMRT.IN,37.5
ERI,2011,SP.DYN.IMRT.IN,36.4
ERI,2012,SP.DYN.IMRT.IN,35.4
ERI,2013,SP.DYN.IMRT.IN,34.4
ERI,2014,SP.DYN.IMRT.IN,33.4
ERI,2015,SP.DYN.IMRT.IN,32.4
ERI,2016,SP.DYN.IMRT.IN,31.3
ERI,2017,SP.DYN.IMRT.IN,30.5
ERI,2018,SP.DYN.IMRT.IN,29.6
ERI,2019,SP.DYN.IMRT.IN,28.7
ERI,2020,SP.DYN.IMRT.IN,27.8
ERI,2021,SP.DYN.IMRT.IN,27
ERI,2022,SP.DYN.IMRT.IN,26.2
ERI,2000,SP.DYN.LE00.IN,56.285
ERI,2001,SP.DYN.LE00.IN,58.359
ERI,2002,SP.DYN.LE00.IN,58.941
ERI,2003,SP.DYN.LE00.IN,59.455
ERI,2004,SP.DYN.LE00.IN,60.063
ERI,2005,SP.DYN.LE00.IN,60.628
ERI,2006,SP.DYN.LE00.IN,61.457
ERI,2007,SP.DYN.LE00.IN,61.998
ERI,2008,SP.DYN.LE00.IN,62.422
ERI,2009,SP.DYN.LE00.IN,63.203
ERI,2010,SP.DYN.LE00.IN,63.665
ERI,2011,SP.DYN.LE00.IN,64.231
ERI,2012,SP.DYN.LE00.IN,64.697
ERI,2013,SP.DYN.LE00.IN,65.005
ERI,2014,SP.DYN.LE00.IN,65.517
ERI,2015,SP.DYN.LE00.IN,65.909
ERI,2016,SP.DYN.LE00.IN,66.242
ERI,2017,SP.DYN.LE00.IN,66.612
ERI,2018,SP.DYN.LE00.IN,66.979
ERI,2019,SP.DYN.LE00.IN,67.306
ERI,2020,SP.DYN.LE00.IN,66.98
ERI,2021,SP.DYN.LE00.IN,66.94
ERI,2022,SP.DYN.LE00.IN,67.789
ETH,2000,SH.DYN.MORT,140.1
ETH,2001,SH.DYN.MORT,133.8
ETH,2002,SH.DYN.MORT,127.4
ETH,2003,SH.DYN.MORT,121
ETH,2004,SH.DYN.MORT,114.6
ETH,2005,SH.DYN.MORT,108.3
ETH,2006,SH.DYN.MORT,102.4
ETH,2007,SH.DYN.MORT,96.9
ETH,2008,SH.DYN.MORT,91.8
ETH,2009,SH.DYN.MORT,87.1
ETH,2010,SH.DYN.MORT,82.7
ETH,2011,SH.DYN.MORT,78.6
ETH,2012,SH.DYN.MORT,74.8
ETH,2013,SH.DYN.MORT,71.2
ETH,2014,SH.DYN.MORT,67.7
ETH,2015,SH.DYN.MORT,64.4
ETH,2016,SH.DYN.MORT,61.3
ETH,2017,SH.DYN.MORT,58.4
ETH,2018,SH.DYN.MORT,55.8
ETH,2019,SH.DYN.MORT,53.6
ETH,2020,SH.DYN.MORT,51.5
ETH,2021,SH.DYN.MORT,70.4
ETH,2022,SH.DYN.MORT,68.1
ETH,2000,SH.IMM.IDPT,30
ETH,2001,SH.IMM.IDPT,32
ETH,2002,SH.IMM.IDPT,35
ETH,2003,SH.IMM.IDPT,37
ETH,2004,SH.IMM.IDPT,39
ETH,2005,SH.IMM.IDPT,43
ETH,2006,SH.IMM.IDPT,46
ETH,2007,SH.IMM.IDPT,50
ETH,2008,SH.IMM.IDPT,54
ETH,2009,SH.IMM.IDPT,58
ETH,2010,SH.IMM.IDPT,61
ETH,2011,SH.IMM.IDPT,65
ETH,2012,SH.IMM.IDPT,61
ETH,2013,SH.IMM.IDPT,59
ETH,2014,SH.IMM.IDPT,61
ETH,2015,SH.IMM.IDPT,62
ETH,2016,SH.IMM.IDPT,64
ETH,2017,SH.IMM.IDPT,65
ETH,2018,SH.IMM.IDPT,62
ETH,2019,SH.IMM.IDPT,61
ETH,2020,SH.IMM.IDPT,62
ETH,2021,SH.IMM.IDPT,63
ETH,2022,SH.IMM.IDPT,63
ETH,2000,SH.IMM.MEAS,28
ETH,2001,SH.IMM.MEAS,29
ETH,2002,SH.IMM.MEAS,32
ETH,2003,SH.IMM.MEAS,33
ETH,2004,SH.IMM.MEAS,35
ETH,2005,SH.IMM.MEAS,40
ETH,2006,SH.IMM.MEAS,44
