iso3,year,Under-5 mortality rate,DPT immunization (ages 12-23 months),Measles immunization (ages 12-23 months),Malaria incidence,Maternal mortality ratio,Health expenditure per capita,Infant mortality rate,Life expectancy at birth
TZA,2012,61.7,92,97,121.45,448,41.99654007,44.8,62.286
TZA,2013,59,91,99,131.8,479,43.46931839,43.5,62.788
TZA,2014,56.3,97,97,146.36,454,39.85456848,42.1,63.364
TZA,2015,54.3,96,95,141.8,433,33.27184296,40.8,63.928
TZA,2016,52,92,83,134.05,396,36.65267563,39.3,64.404
TZA,2017,49.8,90,90,123.18,345,39.03767014,37.5,64.963
TZA,2018,47.6,89,88,111.48,319,41.27171326,35.9,65.488
TZA,2019,45.6,91,89,116.09,292,39.97783661,34.5,66.007
TZA,2020,43.8,91,87,123.35,160,31.7036171,33.2,66.771
TZA,2021,41.7,86,80,133.33,162,37.53121185,32.1,66.131
TZA,2022,40.1,87,84,132.39,152,35.93323135,30.9,66.879
UGA,2000,143.9,52,57,482.77,475,16.42602158,89.3,49.64
UGA,2001,137.2,55,59,508.43,440,15.99579906,85.5,50.576
UGA,2002,129.9,57,62,501.62,416,15.74441719,81.2,51.443
UGA,2003,122.1,59,64,479.36,395,14.23364067,76.6,52.414
UGA,2004,114.2,62,66,442.78,384,18.60707474,71.9,53.699
UGA,2005,106.5,64,68,426.27,417,25.86819267,67.3,54.926
UGA,2006,99.2,64,75,425.62,409,31.60310555,63,56.118
UGA,2007,92.5,73,75,417.91,345,36.10126495,58.9,57.248
UGA,2008,86.4,71,70,417.7,324,40.04308701,55.3,58.253
UGA,2009,81.2,79,77,422.8,322,44.3670578,52.7,59.157
UGA,2010,76,80,73,405.97,304,51.88574982,49.9,59.959
UGA,2011,70.9,82,75,382.9,295,55.2076683,47,60.791
UGA,2012,66.5,83,80,349.79,285,55.03918457,44.4,61.579
UGA,2013,62.8,84,83,310.27,308,52.906353,42.9,62.353
UGA,2014,60.2,85,85,292.11,311,50.957798,41.6,63.057
UGA,2015,57.9,89,79,288.7,299,40.09843445,40.3,63.831
UGA,2016,55.6,93,79,281.02,272,39.08125305,39.1,64.494
UGA,2017,54,94,83,276.51,246,31.43818092,38.1,65.174
UGA,2018,52.7,93,86,269.21,232,32.9515686,37.3,65.775
UGA,2019,51.6,93,87,250.82,219,33.36559677,36.9,66.354
UGA,2020,50.9,89,89,255.66,209,44.733818050000004,36.6,66.41
UGA,2021,50.2,91,90,268.61,216,51.03484726,36.4,66.45
UGA,2022,50,89,90,266.58,184,44.47286224,36.5,67.675
ZAF,2000,71.4,73,72,3.86,175,236.08114624,46.5,58.368
ZAF,2001,74.5,71,69,5.57,192,202.81065369,47.2,57.161
ZAF,2002,77,70,65,3.26,225,179.5135498,47.6,55.58
ZAF,2003,79.2,69,62,2.78,245,286.01998901,48.3,54.245
ZAF,2004,80.7,74,63,2.73,259,362.28662109,48.7,53.963
ZAF,2005,79.8,81,64,1.57,279,400.5355835,47.7,53.914
ZAF,2006,76.9,84,69,2.42,283,417.91174316,46,54.22
ZAF,2007,71.2,85,68,1.25,272,455.17498779,44,54.948
ZAF,2008,63.7,82,73,1.53,272,442.10626221,41,55.982
ZAF,2009,56.9,81,77,1.17,241,487.62774658,38.2,57.413
ZAF,2010,50.3,77,72,1.54,226,621.41906738,36,58.886
ZAF,2011,45.6,75,77,1.86,202,686.87243652,34.5,60.602
ZAF,2012,43.1,71,79,1.23,194,646.49920654,33.3,61.737
ZAF,2013,41.4,81,78,1.58,180,593.80157471,32.1,62.388
ZAF,2014,39.7,85,84,2.11,162,539.30780029,30.7,63.184
ZAF,2015,38.2,85,86,0.87,150,491.90652466,29.3,64.053
ZAF,2016,36.8,85,84,0.75,141,456.56936646,28,64.749
ZAF,2017,35.7,84,81,4.06,134,527.52026367,26.8,65.422
ZAF,2018,34.9,82,81,1.63,128,558.80145264,25.8,65.726
ZAF,2019,34.3,85,83,0.81,119,538.80438232,25.1,66.071
ZAF,2020,33.9,84,84,0.74,118,503.46759033,24.5,65.15
ZAF,2021,34,86,87,0.48,191,592.9465332,24.3,62.01
ZAF,2022,34.3,85,86,0.33,129,570.48028564,24.3,65.454
ZMB,2000,151.8,85,85,360.33,340,14.80953312,89.3,46.577
ZMB,2001,143.2,85,84,379.23,306,18.94953918,84.6,47.408
ZMB,2002,132.9,84,84,369.96,274,23.19246864,78.7,48.461
ZMB,2003,122.1,83,84,348.03,250,26.75762367,72.3,49.616
ZMB,2004,111.7,83,85,300.89,260,29.99057961,65.8,50.54
ZMB,2005,102.7,82,85,262.52,264,44.99598694,60.2,51.615
ZMB,2006,94.8,81,85,225.93,262,58.68175507,56.4,52.693
ZMB,2007,89.1,80,93,194.66,324,51.02414322,54.3,53.73
ZMB,2008,84.2,87,87,171.62,394,61.82287216,52.1,54.835
ZMB,2009,78.4,94,90,166.78,406,59.38909531,50.2,55.886
ZMB,2010,74.3,83,96,169.92,332,59.98767853,48.6,56.896
ZMB,2011,71.8,81,83,181.12,291,64.3181076,47.4,57.843
ZMB,2012,69.2,78,82,206.15,256,69.17604828,46.1,58.704
ZMB,2013,66,79,80,228.03,213,83.29361725,44.5,59.445
ZMB,2014,62.6,86,85,237.47,174,65.39261627,43,60.109
ZMB,2015,60.2,90,90,237.78,154,57.38765335,42.4,60.728
ZMB,2016,57.1,95,97,229.08,158,55.39532089,40.6,61.129
ZMB,2017,55.2,94,96,220.1,141,70.93283844,38.8,61.564
ZMB,2018,54.7,90,94,222,117,69.82767487,37.7,62.138
ZMB,2019,53.5,88,93,223.85,103,85.02349854,36.1,62.914
ZMB,2020,52.5,84,96,234.25,99,60.01779938,35.7,63.361
ZMB,2021,50.4,91,90,240.98,140,74.83802795,35.6,62.363
ZMB,2022,49.5,92,88,246.1,89,75.40128326,35.4,65.279
ZWE,2000,99.4,78,75,102.59,405,NA,58.3,46.034
ZWE,2001,96.3,75,73,102.59,467,NA,58.3,44.525
ZWE,2002,93.8,71,70,102.59,418,NA,58.7,45.938
ZWE,2003,91.9,68,68,102.59,455,NA,59.5,45.373
ZWE,2004,91.2,65,66,102.59,451,NA,61.7,46.043
ZWE,2005,91.6,68,67,102.59,454,NA,64.5,46.57
ZWE,2006,87.6,70,68,102.59,480,NA,65.9,47.056
ZWE,2007,90.6,73,69,167.62,519,NA,68.8,47.576
ZWE,2008,91.1,75,70,67.51,526,NA,69.8,48.456
ZWE,2009,89.8,73,76,73.82,540,NA,69.8,49.75
ZWE,2010,85.2,89,90,104.38,567,94.44809723,67.4,51.925
ZWE,2011,77.2,93,92,67.45,564,83.82868195,64.2,53.911
ZWE,2012,68,95,97,54.46,558,85.69155121,58.8,55.386
ZWE,2013,62.6,95,93,78.27,525,96.86148834,56.6,56.842
ZWE,2014,59.8,91,92,97.71,468,111.61201477,54.7,58.106
ZWE,2015,59.2,87,86,94.12,428,103.31652832,54.7,58.989
ZWE,2016,57.5,90,95,66.16,411,102.15909576,54.3,59.76
ZWE,2017,56.7,89,90,114.7,389,91.87199402,54.2,60.263
ZWE,2018,56.3,89,88,53.61,386,114.76815033,54.4,60.906
ZWE,2019,58.6,90,85,65.09,388,55.10725403,55.8,61.06
ZWE,2020,61.7,86,85,94.3,380,51.14250565,57.8,61.53
ZWE,2021,62.4,88,88,27.54,446,60.89874268,59.8,60.135
ZWE,2022,64,90,90,28.9,368,68.90727997,61.6,62.36
